serialNumber,imeiNumber,productName,supplierLicenseNumber,categoryName,status
SN001004,IMEI00000000001004,Nest Thermostat,LIC001,Electronics,ORDER_UNPLACED
SN001005,IMEI00000000001005,Nest Thermostat,LIC001,Electronics,ORDER_UNPLACED
SN001006,IMEI00000000001006,Nest Thermostat,LIC001,Electronics,ORDER_UNPLACED
SN001007,IMEI00000000001007,Nest Thermostat,LIC001,Electronics,ORDER_UNPLACED
SN001008,IMEI00000000001008,Nest Thermostat,LIC001,Electronics,ORDER_UNPLACED
SN001009,IMEI00000000001009,Nest Thermostat,LIC001,Electronics,ORDER_UNPLACED
SN001010,IMEI00000000001010,Nest Thermostat,LIC001,Electronics,ORDER_UNPLACED
SN001011,IMEI00000000001011,Samsung Odyssey Monitor,LIC002,Electronics,ORDER_UNPLACED
SN001012,IMEI00000000001012,Samsung Odyssey Monitor,LIC002,Electronics,ORDER_UNPLACED
SN001013,IMEI00000000001013,Samsung Odyssey Monitor,LIC002,Electronics,ORDER_UNPLACED
SN001014,IMEI00000000001014,Samsung Odyssey Monitor,LIC002,Electronics,ORDER_UNPLACED
SN001015,IMEI00000000001015,Samsung Odyssey Monitor,LIC002,Electronics,ORDER_UNPLACED
SN001016,IMEI00000000001016,Samsung Odyssey Monitor,LIC002,Electronics,ORDER_UNPLACED
SN001017,IMEI00000000001017,Samsung Odyssey Monitor,LIC002,Electronics,ORDER_UNPLACED
SN001018,IMEI00000000001018,Samsung Odyssey Monitor,LIC002,Electronics,ORDER_UNPLACED
SN001019,IMEI00000000001019,Samsung Odyssey Monitor,LIC002,Electronics,ORDER_UNPLACED
SN001020,IMEI00000000001020,Samsung Odyssey Monitor,LIC002,Electronics,ORDER_UNPLACED
SN001021,IMEI00000000001021,Roku Streaming Stick 4K,LIC003,Electronics,ORDER_UNPLACED
SN001022,IMEI00000000001022,Roku Streaming Stick 4K,LIC003,Electronics,ORDER_UNPLACED
SN001023,IMEI00000000001023,Roku Streaming Stick 4K,LIC003,Electronics,ORDER_UNPLACED
SN001024,IMEI00000000001024,Roku Streaming Stick 4K,LIC003,Electronics,ORDER_UNPLACED
SN001025,IMEI00000000001025,Roku Streaming Stick 4K,LIC003,Electronics,ORDER_UNPLACED
SN001026,IMEI00000000001026,Roku Streaming Stick 4K,LIC003,Electronics,ORDER_UNPLACED
SN001027,IMEI00000000001027,Roku Streaming Stick 4K,LIC003,Electronics,ORDER_UNPLACED
SN001028,IMEI00000000001028,Roku Streaming Stick 4K,LIC003,Electronics,ORDER_UNPLACED
SN001029,IMEI00000000001029,Roku Streaming Stick 4K,LIC003,Electronics,ORDER_UNPLACED
SN001030,IMEI00000000001030,Roku Streaming Stick 4K,LIC003,Electronics,ORDER_UNPLACED
SN001031,IMEI00000000001031,GoPro HERO12,LIC004,Electronics,ORDER_UNPLACED
SN001032,IMEI00000000001032,GoPro HERO12,LIC004,Electronics,ORDER_UNPLACED
SN001033,IMEI00000000001033,GoPro HERO12,LIC004,Electronics,ORDER_UNPLACED
SN001034,IMEI00000000001034,GoPro HERO12,LIC004,Electronics,ORDER_UNPLACED
SN001035,IMEI00000000001035,GoPro HERO12,LIC004,Electronics,ORDER_UNPLACED
SN001036,IMEI00000000001036,GoPro HERO12,LIC004,Electronics,ORDER_UNPLACED
SN001037,IMEI00000000001037,GoPro HERO12,LIC004,Electronics,ORDER_UNPLACED
SN001038,IMEI00000000001038,GoPro HERO12,LIC004,Electronics,ORDER_UNPLACED
SN001039,IMEI00000000001039,GoPro HERO12,LIC004,Electronics,ORDER_UNPLACED
SN001040,IMEI00000000001040,GoPro HERO12,LIC004,Electronics,ORDER_UNPLACED
SN001041,IMEI00000000001041,Echo Dot 5th Gen,LIC005,Electronics,ORDER_UNPLACED
SN001042,IMEI00000000001042,Echo Dot 5th Gen,LIC005,Electronics,ORDER_UNPLACED
SN001043,IMEI00000000001043,Echo Dot 5th Gen,LIC005,Electronics,ORDER_UNPLACED
SN001044,IMEI00000000001044,Echo Dot 5th Gen,LIC005,Electronics,ORDER_UNPLACED
SN001045,IMEI00000000001045,Echo Dot 5th Gen,LIC005,Electronics,ORDER_UNPLACED
SN001046,IMEI00000000001046,Echo Dot 5th Gen,LIC005,Electronics,ORDER_UNPLACED
SN001047,IMEI00000000001047,Echo Dot 5th Gen,LIC005,Electronics,ORDER_UNPLACED
SN001048,IMEI00000000001048,Echo Dot 5th Gen,LIC005,Electronics,ORDER_UNPLACED
SN001049,IMEI00000000001049,Echo Dot 5th Gen,LIC005,Electronics,ORDER_UNPLACED
SN001050,IMEI00000000001050,Echo Dot 5th Gen,LIC005,Electronics,ORDER_UNPLACED
SN001051,IMEI00000000001051,Garmin Fenix 7,LIC006,Electronics,ORDER_UNPLACED
SN001052,IMEI00000000001052,Garmin Fenix 7,LIC006,Electronics,ORDER_UNPLACED
SN001053,IMEI00000000001053,Garmin Fenix 7,LIC006,Electronics,ORDER_UNPLACED
SN001054,IMEI00000000001054,Garmin Fenix 7,LIC006,Electronics,ORDER_UNPLACED
SN001055,IMEI00000000001055,Garmin Fenix 7,LIC006,Electronics,ORDER_UNPLACED
SN001056,IMEI00000000001056,Garmin Fenix 7,LIC006,Electronics,ORDER_UNPLACED
SN001057,IMEI00000000001057,Garmin Fenix 7,LIC006,Electronics,ORDER_UNPLACED
SN001058,IMEI00000000001058,Garmin Fenix 7,LIC006,Electronics,ORDER_UNPLACED
SN001059,IMEI00000000001059,Garmin Fenix 7,LIC006,Electronics,ORDER_UNPLACED
SN001060,IMEI00000000001060,Garmin Fenix 7,LIC006,Electronics,ORDER_UNPLACED
SN001061,IMEI00000000001061,Microsoft Surface Pro 9,LIC007,Electronics,ORDER_UNPLACED
SN001062,IMEI00000000001062,Microsoft Surface Pro 9,LIC007,Electronics,ORDER_UNPLACED
SN001063,IMEI00000000001063,Microsoft Surface Pro 9,LIC007,Electronics,ORDER_UNPLACED
SN001064,IMEI00000000001064,Microsoft Surface Pro 9,LIC007,Electronics,ORDER_UNPLACED
SN001065,IMEI00000000001065,Microsoft Surface Pro 9,LIC007,Electronics,ORDER_UNPLACED
SN001066,IMEI00000000001066,Microsoft Surface Pro 9,LIC007,Electronics,ORDER_UNPLACED
SN001067,IMEI00000000001067,Microsoft Surface Pro 9,LIC007,Electronics,ORDER_UNPLACED
SN001068,IMEI00000000001068,Microsoft Surface Pro 9,LIC007,Electronics,ORDER_UNPLACED
SN001069,IMEI00000000001069,Microsoft Surface Pro 9,LIC007,Electronics,ORDER_UNPLACED
SN001070,IMEI00000000001070,Microsoft Surface Pro 9,LIC007,Electronics,ORDER_UNPLACED
SN001071,IMEI00000000001071,LG UltraGear Monitor,LIC008,Electronics,ORDER_UNPLACED
SN001072,IMEI00000000001072,LG UltraGear Monitor,LIC008,Electronics,ORDER_UNPLACED
SN001073,IMEI00000000001073,LG UltraGear Monitor,LIC008,Electronics,ORDER_UNPLACED
SN001074,IMEI00000000001074,LG UltraGear Monitor,LIC008,Electronics,ORDER_UNPLACED
SN001075,IMEI00000000001075,LG UltraGear Monitor,LIC008,Electronics,ORDER_UNPLACED
SN001076,IMEI00000000001076,LG UltraGear Monitor,LIC008,Electronics,ORDER_UNPLACED
SN001077,IMEI00000000001077,LG UltraGear Monitor,LIC008,Electronics,ORDER_UNPLACED
SN001078,IMEI00000000001078,LG UltraGear Monitor,LIC008,Electronics,ORDER_UNPLACED
SN001079,IMEI00000000001079,LG UltraGear Monitor,LIC008,Electronics,ORDER_UNPLACED
SN001080,IMEI00000000001080,LG UltraGear Monitor,LIC008,Electronics,ORDER_UNPLACED
SN001081,IMEI00000000001081,TP-Link WiFi 6 Router,LIC009,Electronics,ORDER_UNPLACED
SN001082,IMEI00000000001082,TP-Link WiFi 6 Router,LIC009,Electronics,ORDER_UNPLACED
SN001083,IMEI00000000001083,TP-Link WiFi 6 Router,LIC009,Electronics,ORDER_UNPLACED
SN001084,IMEI00000000001084,TP-Link WiFi 6 Router,LIC009,Electronics,ORDER_UNPLACED
SN001085,IMEI00000000001085,TP-Link WiFi 6 Router,LIC009,Electronics,ORDER_UNPLACED
SN001086,IMEI00000000001086,TP-Link WiFi 6 Router,LIC009,Electronics,ORDER_UNPLACED
SN001087,IMEI00000000001087,TP-Link WiFi 6 Router,LIC009,Electronics,ORDER_UNPLACED
SN001088,IMEI00000000001088,TP-Link WiFi 6 Router,LIC009,Electronics,ORDER_UNPLACED
SN001089,IMEI00000000001089,TP-Link WiFi 6 Router,LIC009,Electronics,ORDER_UNPLACED
SN001090,IMEI00000000001090,TP-Link WiFi 6 Router,LIC009,Electronics,ORDER_UNPLACED
SN001091,IMEI00000000001091,Beats Studio Buds,LIC010,Electronics,ORDER_UNPLACED
SN001092,IMEI00000000001092,Beats Studio Buds,LIC010,Electronics,ORDER_UNPLACED
SN001093,IMEI00000000001093,Beats Studio Buds,LIC010,Electronics,ORDER_UNPLACED
SN001094,IMEI00000000001094,Beats Studio Buds,LIC010,Electronics,ORDER_UNPLACED
SN001095,IMEI00000000001095,Beats Studio Buds,LIC010,Electronics,ORDER_UNPLACED
SN001096,IMEI00000000001096,Beats Studio Buds,LIC010,Electronics,ORDER_UNPLACED
SN001097,IMEI00000000001097,Beats Studio Buds,LIC010,Electronics,ORDER_UNPLACED
SN001098,IMEI00000000001098,Beats Studio Buds,LIC010,Electronics,ORDER_UNPLACED
SN001099,IMEI00000000001099,Beats Studio Buds,LIC010,Electronics,ORDER_UNPLACED
SN001100,IMEI00000000001100,Beats Studio Buds,LIC010,Electronics,ORDER_UNPLACED
SN001101,IMEI00000000001101,Sony Alpha a6400,LIC011,Electronics,ORDER_UNPLACED
SN001102,IMEI00000000001102,Sony Alpha a6400,LIC011,Electronics,ORDER_UNPLACED
SN001103,IMEI00000000001103,Sony Alpha a6400,LIC011,Electronics,ORDER_UNPLACED
SN001104,IMEI00000000001104,Sony Alpha a6400,LIC011,Electronics,ORDER_UNPLACED
SN001105,IMEI00000000001105,Sony Alpha a6400,LIC011,Electronics,ORDER_UNPLACED
SN001106,IMEI00000000001106,Sony Alpha a6400,LIC011,Electronics,ORDER_UNPLACED
SN001107,IMEI00000000001107,Sony Alpha a6400,LIC011,Electronics,ORDER_UNPLACED
SN001108,IMEI00000000001108,Sony Alpha a6400,LIC011,Electronics,ORDER_UNPLACED
SN001109,IMEI00000000001109,Sony Alpha a6400,LIC011,Electronics,ORDER_UNPLACED
SN001110,IMEI00000000001110,Sony Alpha a6400,LIC011,Electronics,ORDER_UNPLACED
SN001111,IMEI00000000001111,Kindle Oasis,LIC012,Electronics,ORDER_UNPLACED
SN001112,IMEI00000000001112,Kindle Oasis,LIC012,Electronics,ORDER_UNPLACED
SN001113,IMEI00000000001113,Kindle Oasis,LIC012,Electronics,ORDER_UNPLACED
SN001114,IMEI00000000001114,Kindle Oasis,LIC012,Electronics,ORDER_UNPLACED
SN001115,IMEI00000000001115,Kindle Oasis,LIC012,Electronics,ORDER_UNPLACED
SN001116,IMEI00000000001116,Kindle Oasis,LIC012,Electronics,ORDER_UNPLACED
SN001117,IMEI00000000001117,Kindle Oasis,LIC012,Electronics,ORDER_UNPLACED
SN001118,IMEI00000000001118,Kindle Oasis,LIC012,Electronics,ORDER_UNPLACED
SN001119,IMEI00000000001119,Kindle Oasis,LIC012,Electronics,ORDER_UNPLACED
SN001120,IMEI00000000001120,Kindle Oasis,LIC012,Electronics,ORDER_UNPLACED
SN001121,IMEI00000000001121,DJI Mini SE Drone,LIC013,Electronics,ORDER_UNPLACED
SN001122,IMEI00000000001122,DJI Mini SE Drone,LIC013,Electronics,ORDER_UNPLACED
SN001123,IMEI00000000001123,DJI Mini SE Drone,LIC013,Electronics,ORDER_UNPLACED
SN001124,IMEI00000000001124,DJI Mini SE Drone,LIC013,Electronics,ORDER_UNPLACED
SN001125,IMEI00000000001125,DJI Mini SE Drone,LIC013,Electronics,ORDER_UNPLACED
SN001126,IMEI00000000001126,DJI Mini SE Drone,LIC013,Electronics,ORDER_UNPLACED
SN001127,IMEI00000000001127,DJI Mini SE Drone,LIC013,Electronics,ORDER_UNPLACED
SN001128,IMEI00000000001128,DJI Mini SE Drone,LIC013,Electronics,ORDER_UNPLACED
SN001129,IMEI00000000001129,DJI Mini SE Drone,LIC013,Electronics,ORDER_UNPLACED
SN001130,IMEI00000000001130,DJI Mini SE Drone,LIC013,Electronics,ORDER_UNPLACED
SN001131,IMEI00000000001131,Anker Power Bank 20k,LIC014,Electronics,ORDER_UNPLACED
SN001132,IMEI00000000001132,Anker Power Bank 20k,LIC014,Electronics,ORDER_UNPLACED
SN001133,IMEI00000000001133,Anker Power Bank 20k,LIC014,Electronics,ORDER_UNPLACED
SN001134,IMEI00000000001134,Anker Power Bank 20k,LIC014,Electronics,ORDER_UNPLACED
SN001135,IMEI00000000001135,Anker Power Bank 20k,LIC014,Electronics,ORDER_UNPLACED
SN001136,IMEI00000000001136,Anker Power Bank 20k,LIC014,Electronics,ORDER_UNPLACED
SN001137,IMEI00000000001137,Anker Power Bank 20k,LIC014,Electronics,ORDER_UNPLACED
SN001138,IMEI00000000001138,Anker Power Bank 20k,LIC014,Electronics,ORDER_UNPLACED
SN001139,IMEI00000000001139,Anker Power Bank 20k,LIC014,Electronics,ORDER_UNPLACED
SN001140,IMEI00000000001140,Anker Power Bank 20k,LIC014,Electronics,ORDER_UNPLACED
SN001141,IMEI00000000001141,Tile Mate Tracker,LIC015,Electronics,ORDER_UNPLACED
SN001142,IMEI00000000001142,Tile Mate Tracker,LIC015,Electronics,ORDER_UNPLACED
SN001143,IMEI00000000001143,Tile Mate Tracker,LIC015,Electronics,ORDER_UNPLACED
SN001144,IMEI00000000001144,Tile Mate Tracker,LIC015,Electronics,ORDER_UNPLACED
SN001145,IMEI00000000001145,Tile Mate Tracker,LIC015,Electronics,ORDER_UNPLACED
SN001146,IMEI00000000001146,Tile Mate Tracker,LIC015,Electronics,ORDER_UNPLACED
SN001147,IMEI00000000001147,Tile Mate Tracker,LIC015,Electronics,ORDER_UNPLACED
SN001148,IMEI00000000001148,Tile Mate Tracker,LIC015,Electronics,ORDER_UNPLACED
SN001149,IMEI00000000001149,Tile Mate Tracker,LIC015,Electronics,ORDER_UNPLACED
SN001150,IMEI00000000001150,Tile Mate Tracker,LIC015,Electronics,ORDER_UNPLACED
SN001151,IMEI00000000001151,Razer DeathAdder V2,LIC016,Electronics,ORDER_UNPLACED
SN001152,IMEI00000000001152,Razer DeathAdder V2,LIC016,Electronics,ORDER_UNPLACED
SN001153,IMEI00000000001153,Razer DeathAdder V2,LIC016,Electronics,ORDER_UNPLACED
SN001154,IMEI00000000001154,Razer DeathAdder V2,LIC016,Electronics,ORDER_UNPLACED
SN001155,IMEI00000000001155,Razer DeathAdder V2,LIC016,Electronics,ORDER_UNPLACED
SN001156,IMEI00000000001156,Razer DeathAdder V2,LIC016,Electronics,ORDER_UNPLACED
SN001157,IMEI00000000001157,Razer DeathAdder V2,LIC016,Electronics,ORDER_UNPLACED
SN001158,IMEI00000000001158,Razer DeathAdder V2,LIC016,Electronics,ORDER_UNPLACED
SN001159,IMEI00000000001159,Razer DeathAdder V2,LIC016,Electronics,ORDER_UNPLACED
SN001160,IMEI00000000001160,Razer DeathAdder V2,LIC016,Electronics,ORDER_UNPLACED
SN001161,,Instant Pot Pro,LIC017,Home & Garden,ORDER_UNPLACED
SN001162,,Instant Pot Pro,LIC017,Home & Garden,ORDER_UNPLACED
SN001163,,Instant Pot Pro,LIC017,Home & Garden,ORDER_UNPLACED
SN001164,,Instant Pot Pro,LIC017,Home & Garden,ORDER_UNPLACED
SN001165,,Instant Pot Pro,LIC017,Home & Garden,ORDER_UNPLACED
SN001166,,Instant Pot Pro,LIC017,Home & Garden,ORDER_UNPLACED
SN001167,,Instant Pot Pro,LIC017,Home & Garden,ORDER_UNPLACED
SN001168,,Instant Pot Pro,LIC017,Home & Garden,ORDER_UNPLACED
SN001169,,Instant Pot Pro,LIC017,Home & Garden,ORDER_UNPLACED
SN001170,,Instant Pot Pro,LIC017,Home & Garden,ORDER_UNPLACED
SN001171,,Dyson V11 Vacuum,LIC018,Home & Garden,ORDER_UNPLACED
SN001172,,Dyson V11 Vacuum,LIC018,Home & Garden,ORDER_UNPLACED
SN001173,,Dyson V11 Vacuum,LIC018,Home & Garden,ORDER_UNPLACED
SN001174,,Dyson V11 Vacuum,LIC018,Home & Garden,ORDER_UNPLACED
SN001175,,Dyson V11 Vacuum,LIC018,Home & Garden,ORDER_UNPLACED
SN001176,,Dyson V11 Vacuum,LIC018,Home & Garden,ORDER_UNPLACED
SN001177,,Dyson V11 Vacuum,LIC018,Home & Garden,ORDER_UNPLACED
SN001178,,Dyson V11 Vacuum,LIC018,Home & Garden,ORDER_UNPLACED
SN001179,,Dyson V11 Vacuum,LIC018,Home & Garden,ORDER_UNPLACED
SN001180,,Dyson V11 Vacuum,LIC018,Home & Garden,ORDER_UNPLACED
SN001181,,KitchenAid Artisan Mixer,LIC019,Home & Garden,ORDER_UNPLACED
SN001182,,KitchenAid Artisan Mixer,LIC019,Home & Garden,ORDER_UNPLACED
SN001183,,KitchenAid Artisan Mixer,LIC019,Home & Garden,ORDER_UNPLACED
SN001184,,KitchenAid Artisan Mixer,LIC019,Home & Garden,ORDER_UNPLACED
SN001185,,KitchenAid Artisan Mixer,LIC019,Home & Garden,ORDER_UNPLACED
SN001186,,KitchenAid Artisan Mixer,LIC019,Home & Garden,ORDER_UNPLACED
SN001187,,KitchenAid Artisan Mixer,LIC019,Home & Garden,ORDER_UNPLACED
SN001188,,KitchenAid Artisan Mixer,LIC019,Home & Garden,ORDER_UNPLACED
SN001189,,KitchenAid Artisan Mixer,LIC019,Home & Garden,ORDER_UNPLACED
SN001190,,KitchenAid Artisan Mixer,LIC019,Home & Garden,ORDER_UNPLACED
SN001191,,Brita Water Pitcher,LIC020,Home & Garden,ORDER_UNPLACED
SN001192,,Brita Water Pitcher,LIC020,Home & Garden,ORDER_UNPLACED
SN001193,,Brita Water Pitcher,LIC020,Home & Garden,ORDER_UNPLACED
SN001194,,Brita Water Pitcher,LIC020,Home & Garden,ORDER_UNPLACED
SN001195,,Brita Water Pitcher,LIC020,Home & Garden,ORDER_UNPLACED
SN001196,,Brita Water Pitcher,LIC020,Home & Garden,ORDER_UNPLACED
SN001197,,Brita Water Pitcher,LIC020,Home & Garden,ORDER_UNPLACED
SN001198,,Brita Water Pitcher,LIC020,Home & Garden,ORDER_UNPLACED
SN001199,,Brita Water Pitcher,LIC020,Home & Garden,ORDER_UNPLACED
SN001200,,Brita Water Pitcher,LIC020,Home & Garden,ORDER_UNPLACED
SN001201,,Ring Video Doorbell 4,LIC001,Home & Garden,ORDER_UNPLACED
SN001202,,Ring Video Doorbell 4,LIC001,Home & Garden,ORDER_UNPLACED
SN001203,,Ring Video Doorbell 4,LIC001,Home & Garden,ORDER_UNPLACED
SN001204,,Ring Video Doorbell 4,LIC001,Home & Garden,ORDER_UNPLACED
SN001205,,Ring Video Doorbell 4,LIC001,Home & Garden,ORDER_UNPLACED
SN001206,,Ring Video Doorbell 4,LIC001,Home & Garden,ORDER_UNPLACED
SN001207,,Ring Video Doorbell 4,LIC001,Home & Garden,ORDER_UNPLACED
SN001208,,Ring Video Doorbell 4,LIC001,Home & Garden,ORDER_UNPLACED
SN001209,,Ring Video Doorbell 4,LIC001,Home & Garden,ORDER_UNPLACED
SN001210,,Ring Video Doorbell 4,LIC001,Home & Garden,ORDER_UNPLACED
SN001211,,Weber Genesis Grill,LIC002,Home & Garden,ORDER_UNPLACED
SN001212,,Weber Genesis Grill,LIC002,Home & Garden,ORDER_UNPLACED
SN001213,,Weber Genesis Grill,LIC002,Home & Garden,ORDER_UNPLACED
SN001214,,Weber Genesis Grill,LIC002,Home & Garden,ORDER_UNPLACED
SN001215,,Weber Genesis Grill,LIC002,Home & Garden,ORDER_UNPLACED
SN001216,,Weber Genesis Grill,LIC002,Home & Garden,ORDER_UNPLACED
SN001217,,Weber Genesis Grill,LIC002,Home & Garden,ORDER_UNPLACED
SN001218,,Weber Genesis Grill,LIC002,Home & Garden,ORDER_UNPLACED
SN001219,,Weber Genesis Grill,LIC002,Home & Garden,ORDER_UNPLACED
SN001220,,Weber Genesis Grill,LIC002,Home & Garden,ORDER_UNPLACED
SN001221,,Shark Air Purifier,LIC003,Home & Garden,ORDER_UNPLACED
SN001222,,Shark Air Purifier,LIC003,Home & Garden,ORDER_UNPLACED
SN001223,,Shark Air Purifier,LIC003,Home & Garden,ORDER_UNPLACED
SN001224,,Shark Air Purifier,LIC003,Home & Garden,ORDER_UNPLACED
SN001225,,Shark Air Purifier,LIC003,Home & Garden,ORDER_UNPLACED
SN001226,,Shark Air Purifier,LIC003,Home & Garden,ORDER_UNPLACED
SN001227,,Shark Air Purifier,LIC003,Home & Garden,ORDER_UNPLACED
SN001228,,Shark Air Purifier,LIC003,Home & Garden,ORDER_UNPLACED
SN001229,,Shark Air Purifier,LIC003,Home & Garden,ORDER_UNPLACED
SN001230,,Shark Air Purifier,LIC003,Home & Garden,ORDER_UNPLACED
SN001231,,Eufy RoboVac 11S,LIC004,Home & Garden,ORDER_UNPLACED
SN001232,,Eufy RoboVac 11S,LIC004,Home & Garden,ORDER_UNPLACED
SN001233,,Eufy RoboVac 11S,LIC004,Home & Garden,ORDER_UNPLACED
SN001234,,Eufy RoboVac 11S,LIC004,Home & Garden,ORDER_UNPLACED
SN001235,,Eufy RoboVac 11S,LIC004,Home & Garden,ORDER_UNPLACED
SN001236,,Eufy RoboVac 11S,LIC004,Home & Garden,ORDER_UNPLACED
SN001237,,Eufy RoboVac 11S,LIC004,Home & Garden,ORDER_UNPLACED
SN001238,,Eufy RoboVac 11S,LIC004,Home & Garden,ORDER_UNPLACED
SN001239,,Eufy RoboVac 11S,LIC004,Home & Garden,ORDER_UNPLACED
SN001240,,Eufy RoboVac 11S,LIC004,Home & Garden,ORDER_UNPLACED
SN001241,,Cuisinart Coffee Maker,LIC005,Home & Garden,ORDER_UNPLACED
SN001242,,Cuisinart Coffee Maker,LIC005,Home & Garden,ORDER_UNPLACED
SN001243,,Cuisinart Coffee Maker,LIC005,Home & Garden,ORDER_UNPLACED
SN001244,,Cuisinart Coffee Maker,LIC005,Home & Garden,ORDER_UNPLACED
SN001245,,Cuisinart Coffee Maker,LIC005,Home & Garden,ORDER_UNPLACED
SN001246,,Cuisinart Coffee Maker,LIC005,Home & Garden,ORDER_UNPLACED
SN001247,,Cuisinart Coffee Maker,LIC005,Home & Garden,ORDER_UNPLACED
SN001248,,Cuisinart Coffee Maker,LIC005,Home & Garden,ORDER_UNPLACED
SN001249,,Cuisinart Coffee Maker,LIC005,Home & Garden,ORDER_UNPLACED
SN001250,,Cuisinart Coffee Maker,LIC005,Home & Garden,ORDER_UNPLACED
SN001251,,Dyson Pure Cool Fan,LIC006,Home & Garden,ORDER_UNPLACED
SN001252,,Dyson Pure Cool Fan,LIC006,Home & Garden,ORDER_UNPLACED
SN001253,,Dyson Pure Cool Fan,LIC006,Home & Garden,ORDER_UNPLACED
SN001254,,Dyson Pure Cool Fan,LIC006,Home & Garden,ORDER_UNPLACED
SN001255,,Dyson Pure Cool Fan,LIC006,Home & Garden,ORDER_UNPLACED
SN001256,,Dyson Pure Cool Fan,LIC006,Home & Garden,ORDER_UNPLACED
SN001257,,Dyson Pure Cool Fan,LIC006,Home & Garden,ORDER_UNPLACED
SN001258,,Dyson Pure Cool Fan,LIC006,Home & Garden,ORDER_UNPLACED
SN001259,,Dyson Pure Cool Fan,LIC006,Home & Garden,ORDER_UNPLACED
SN001260,,Dyson Pure Cool Fan,LIC006,Home & Garden,ORDER_UNPLACED
SN001261,,Philips Wake-up Light,LIC007,Home & Garden,ORDER_UNPLACED
SN001262,,Philips Wake-up Light,LIC007,Home & Garden,ORDER_UNPLACED
SN001263,,Philips Wake-up Light,LIC007,Home & Garden,ORDER_UNPLACED
SN001264,,Philips Wake-up Light,LIC007,Home & Garden,ORDER_UNPLACED
SN001265,,Philips Wake-up Light,LIC007,Home & Garden,ORDER_UNPLACED
SN001266,,Philips Wake-up Light,LIC007,Home & Garden,ORDER_UNPLACED
SN001267,,Philips Wake-up Light,LIC007,Home & Garden,ORDER_UNPLACED
SN001268,,Philips Wake-up Light,LIC007,Home & Garden,ORDER_UNPLACED
SN001269,,Philips Wake-up Light,LIC007,Home & Garden,ORDER_UNPLACED
SN001270,,Philips Wake-up Light,LIC007,Home & Garden,ORDER_UNPLACED
SN001271,,King Koil Mattress,LIC008,Home & Garden,ORDER_UNPLACED
SN001272,,King Koil Mattress,LIC008,Home & Garden,ORDER_UNPLACED
SN001273,,King Koil Mattress,LIC008,Home & Garden,ORDER_UNPLACED
SN001274,,King Koil Mattress,LIC008,Home & Garden,ORDER_UNPLACED
SN001275,,King Koil Mattress,LIC008,Home & Garden,ORDER_UNPLACED
SN001276,,King Koil Mattress,LIC008,Home & Garden,ORDER_UNPLACED
SN001277,,King Koil Mattress,LIC008,Home & Garden,ORDER_UNPLACED
SN001278,,King Koil Mattress,LIC008,Home & Garden,ORDER_UNPLACED
SN001279,,King Koil Mattress,LIC008,Home & Garden,ORDER_UNPLACED
SN001280,,King Koil Mattress,LIC008,Home & Garden,ORDER_UNPLACED
SN001281,,Govee Smart Lights,LIC009,Home & Garden,ORDER_UNPLACED
SN001282,,Govee Smart Lights,LIC009,Home & Garden,ORDER_UNPLACED
SN001283,,Govee Smart Lights,LIC009,Home & Garden,ORDER_UNPLACED
SN001284,,Govee Smart Lights,LIC009,Home & Garden,ORDER_UNPLACED
SN001285,,Govee Smart Lights,LIC009,Home & Garden,ORDER_UNPLACED
SN001286,,Govee Smart Lights,LIC009,Home & Garden,ORDER_UNPLACED
SN001287,,Govee Smart Lights,LIC009,Home & Garden,ORDER_UNPLACED
SN001288,,Govee Smart Lights,LIC009,Home & Garden,ORDER_UNPLACED
SN001289,,Govee Smart Lights,LIC009,Home & Garden,ORDER_UNPLACED
SN001290,,Govee Smart Lights,LIC009,Home & Garden,ORDER_UNPLACED
SN001291,,Simplehuman Trash Can,LIC010,Home & Garden,ORDER_UNPLACED
SN001292,,Simplehuman Trash Can,LIC010,Home & Garden,ORDER_UNPLACED
SN001293,,Simplehuman Trash Can,LIC010,Home & Garden,ORDER_UNPLACED
SN001294,,Simplehuman Trash Can,LIC010,Home & Garden,ORDER_UNPLACED
SN001295,,Simplehuman Trash Can,LIC010,Home & Garden,ORDER_UNPLACED
SN001296,,Simplehuman Trash Can,LIC010,Home & Garden,ORDER_UNPLACED
SN001297,,Simplehuman Trash Can,LIC010,Home & Garden,ORDER_UNPLACED
SN001298,,Simplehuman Trash Can,LIC010,Home & Garden,ORDER_UNPLACED
SN001299,,Simplehuman Trash Can,LIC010,Home & Garden,ORDER_UNPLACED
SN001300,,Simplehuman Trash Can,LIC010,Home & Garden,ORDER_UNPLACED
SN001301,,Theragun Mini,LIC011,Health & Wellness,ORDER_UNPLACED
SN001302,,Theragun Mini,LIC011,Health & Wellness,ORDER_UNPLACED
SN001303,,Theragun Mini,LIC011,Health & Wellness,ORDER_UNPLACED
SN001304,,Theragun Mini,LIC011,Health & Wellness,ORDER_UNPLACED
SN001305,,Theragun Mini,LIC011,Health & Wellness,ORDER_UNPLACED
SN001306,,Theragun Mini,LIC011,Health & Wellness,ORDER_UNPLACED
SN001307,,Theragun Mini,LIC011,Health & Wellness,ORDER_UNPLACED
SN001308,,Theragun Mini,LIC011,Health & Wellness,ORDER_UNPLACED
SN001309,,Theragun Mini,LIC011,Health & Wellness,ORDER_UNPLACED
SN001310,,Theragun Mini,LIC011,Health & Wellness,ORDER_UNPLACED
SN001311,,Omron Pedometer,LIC012,Health & Wellness,ORDER_UNPLACED
